Brand,Category,Title,Text,Rating,Date,Source,Clean_Text
Finisterre,Ethical Fashion,Great Support,"The support agents were quick to respond, extremely courteous and very helpful.",5,2025-09-25 16:14:11+00:00,Trustpilot,support agent quick respond extremely courteous helpful
Finisterre,Ethical Fashion,Friendly and great customer service.,Friendly and great customer service.,5,2025-09-25 15:20:48+00:00,Trustpilot,friendly great customer service
Finisterre,Ethical Fashion,Great customer support,"Fantastic customer service - I had a problem with one of my purchases and was really impressed by the response, options offered and efficiency of service.",5,2025-09-25 14:41:15+00:00,Trustpilot,fantastic customer service problem one purchase really impressed response option offered efficiency service
Finisterre,Ethical Fashion,Brilliant,"I received quick, helpful service from the Finisterre team and am really happy with the jacket I bought. Brilliant – thank you!",5,2025-09-25 14:14:40+00:00,Trustpilot,received quick helpful service finisterre team really happy jacket bought brilliant thank
Lucy & Yak,Ethical Fashion,London,"I bought my dungarees at the sale in London this year. I went with my daughter who is a total convert. Now, at the age of 72, I  have had breast cancer for the second time in 22 years. Post mastectomy and reconstruction, as I am healing, I  have found the  dungarees to be a blessing. They are both comfortable and easy to remove and put on. Go Lucy and Yak. I have a soap box...... Over 70s don't  neglect mamagrams! One third of people who get diagnosed with breast cancer are over 70. Nag friends and relatives. Being a woman is not easy, but we are not HELPLESS. Madelaine",5,2025-09-24 14:30:58+00:00,Trustpilot,bought dungaree sale london year went daughter total convert age breast cancer second time year post mastectomy reconstruction healing found dungaree blessing comfortable easy remove put go lucy yak soap box dont neglect mamagrams one third people get diagnosed breast cancer nag friend relative woman easy helpless madelaine
Lucy & Yak,Ethical Fashion,I have shopped with Lucy and yak for a…,I have shopped with Lucy and yak for a couple of years or so now. In store and online. Always had a great experience. Most recently I had an issue with a pair of jeans that have developed a tear after a few wears. I emailed customer service with an image and the whole situation was dealt within a couple of emails. Fantastic customer service and care as always 🫶,5,2025-09-23 21:39:27+00:00,Trustpilot,shopped lucy yak couple year store online always great experience recently issue pair jean developed tear wear emailed customer service image whole situation dealt within couple email fantastic customer service care always
Finisterre,Ethical Fashion,Just amazing customer service!,"When a recent delivery was stolen outside my house, Finisterre immediately sent me another item. I've been a huge fan of Finisterre for years, but now I'm even more impressed by them as a company. Just fantastic customer service!",5,2025-09-23 19:21:58+00:00,Trustpilot,recent delivery stolen outside house finisterre immediately sent another item ive huge fan finisterre year im even impressed company fantastic customer service
Missguided,Fast Fashion,Do not use this company!,"Missguided is now Shein.  The clothes are really bad quality, mis-sized, take so long to arrive and returns are shocking!  I sent my items back 2 weeks ago, followed up today regarding my refund and they asked from proof of return. I've sent it and now have to wait on them confirming they've received it. Which they did, 2 days after I sent it, as I've checked the proof of delivery! Avoid!",1,2025-09-23 10:07:36+00:00,Trustpilot,missguided shein clothes really bad quality missized take long arrive return shocking sent item back week ago followed today regarding refund asked proof return ive sent wait confirming theyve received day sent ive checked proof delivery avoid
Missguided,Fast Fashion,Horrendous!!!,Horrendous since it’s been taken over by SHEIN. Terrible quality items. You have to pay tracking to return and they still haven’t given me my refund which was promised a few months ago. I have now taken this up with my bank to get my money back. Absolute scam!,1,2025-09-22 22:23:05+00:00,Trustpilot,horrendous since taken shein terrible quality item pay tracking return still havent given refund promised month ago taken bank get money back absolute scam
Missguided,Fast Fashion,Terrible experience,"Terrible experience. The item I bought was a play suit which was actually from SHEIN and not miss guided which wasn’t clear when I purchased. It arrived faulty, sent back at my own cost and they wouldn’t refunded the original delivery cost even though the 2015 consumer rights say that you should not pay delivery costs for faulty item. Still waiting for a refund even after many many emails. Will never purchase poor quality items online from here again",1,2025-09-21 09:06:10+00:00,Trustpilot,terrible experience item bought play suit actually shein miss guided wasnt clear purchased arrived faulty sent back cost wouldnt refunded original delivery cost even though consumer right say pay delivery cost faulty item still waiting refund even many many email never purchase poor quality item online
